Results Table 1


Results Table 2


1,Time,Displacement,Force
,(s),(mm),(N)
"","8.4200","2.7787","2.0014"
"","8.4400","2.7854","2.0209"
"","8.4600","2.7918","2.1988"
"","8.4800","2.7986","2.2162"
"","8.5000","2.8052","2.0703"
"","8.5200","2.8122","2.0611"
"","8.5400","2.8193","2.1711"
"","8.5600","2.8254","2.1648"
"","8.5800","2.8318","2.0966"
"","8.6000","2.8386","2.1007"
"","8.6200","2.8455","2.1638"
"","8.6400","2.8526","2.1275"
"","8.6600","2.8593","2.0659"
"","8.6800","2.8659","2.1390"
"","8.7000","2.8724","2.2076"
"","8.7200","2.8784","2.1366"
"","8.7400","2.8849","2.0351"
"","8.7600","2.8921","2.0901"
"","8.7800","2.8991","2.2571"
"","8.8000","2.9063","2.2522"
"","8.8200","2.9128","2.0510"
"","8.8400","2.9191","1.9710"
"","8.8600","2.9258","2.1820"
"","8.8800","2.9323","2.3611"
"","8.9000","2.9390","2.2232"
"","8.9200","2.9459","1.9640"
"","8.9400","2.9525","2.0243"
"","8.9600","2.9594","2.2944"
"","8.9800","2.9660","2.3170"
"","9.0000","2.9724","2.0528"
"","9.0200","2.9790","1.9256"
"","9.0400","2.9853","2.1436"
"","9.0600","2.9918","2.3560"
"","9.0800","2.9986","2.1920"
"","9.1000","3.0048","1.9405"
"","9.1200","3.0115","2.0223"
"","9.1400","3.0186","2.2818"
"","9.1600","3.0254","2.2794"
"","9.1800","3.0321","2.0636"
"","9.2000","3.0385","1.9756"
"","9.2200","3.0451","2.1565"
"","9.2400","3.0520","2.2758"
"","9.2600","3.0587","2.1715"
"","9.2800","3.0660","2.0615"
"","9.3000","3.0732","2.0865"
"","9.3200","3.0799","2.1899"
"","9.3400","3.0861","2.1871"
"","9.3600","3.0919","2.1244"
"","9.3800","3.0982","2.1175"
"","9.4000","3.1053","2.1635"
"","9.4200","3.1121","2.1777"
"","9.4400","3.1189","2.1577"
"","9.4600","3.1257","2.1409"
"","9.4800","3.1322","2.1436"
"","9.5000","3.1390","2.1393"
"","9.5200","3.1454","2.1431"
"","9.5400","3.1519","2.1699"
"","9.5600","3.1593","2.1823"
"","9.5800","3.1663","2.1297"
"","9.6000","3.1728","2.0983"
"","9.6200","3.1790","2.1531"
"","9.6400","3.1854","2.2062"
"","9.6600","3.1923","2.1636"
"","9.6800","3.1989","2.0833"
"","9.7000","3.2052","2.1247"
"","9.7200","3.2122","2.2427"
"","9.7400","3.2192","2.2242"
"","9.7600","3.2262","2.0809"
"","9.7800","3.2332","2.0726"
"","9.8000","3.2401","2.2218"
"","9.8200","3.2473","2.2535"
"","9.8400","3.2538","2.1037"
"","9.8600","3.2600","2.0391"
"","9.8800","3.2665","2.1592"
"","9.9000","3.2726","2.2576"
"","9.9200","3.2793","2.1813"
"","9.9400","3.2865","2.0755"
"","9.9600","3.2932","2.1200"
"","9.9800","3.2995","2.2036"
"","10.0000","3.3058","2.1763"
"","10.0200","3.3119","2.1163"
"","10.0400","3.3189","2.1534"
"","10.0600","3.3258","2.1835"
"","10.0800","3.3325","2.1405"
"","10.1000","3.3393","2.1195"
"","10.1200","3.3458","2.1538"
"","10.1400","3.3523","2.1528"
"","10.1600","3.3587","2.1150"
"","10.1800","3.3650","2.1289"
"","10.2000","3.3721","2.1955"
"","10.2200","3.3792","2.1694"
"","10.2400","3.3859","2.0905"
"","10.2600","3.3927","2.1119"
"","10.2800","3.3991","2.1889"
"","10.3000","3.4056","2.1984"
"","10.3200","3.4122","2.0976"
"","10.3400","3.4184","2.0772"
"","10.3600","3.4251","2.1921"
"","10.3800","3.4321","2.2475"
"","10.4000","3.4387","2.1589"
"","10.4200","3.4454","2.0680"
"","10.4400","3.4523","2.1106"
"","10.4600","3.4596","2.2149"
"","10.4800","3.4668","2.1897"
"","10.5000","3.4731","2.0863"
"","10.5200","3.4795","2.0772"
"","10.5400","3.4860","2.1599"
"","10.5600","3.4926","2.2065"
"","10.5800","3.4998","2.1490"
"","10.6000","3.5063","2.0836"
"","10.6200","3.5128","2.1125"
"","10.6400","3.5193","2.1738"
"","10.6600","3.5253","2.1638"
"","10.6800","3.5319","2.1272"
"","10.7000","3.5390","2.1147"
"","10.7200","3.5459","2.1201"
"","10.7400","3.5531","2.1620"
"","10.7600","3.5597","2.1630"
"","10.7800","3.5660","2.1157"
"","10.8000","3.5726","2.1033"
"","10.8200","3.5790","2.1260"
"","10.8400","3.5858","2.1680"
"","10.8600","3.5929","2.1491"
"","10.8800","3.5993","2.0852"
"","10.9000","3.6061","2.0819"
"","10.9200","3.6129","2.1370"
"","10.9400","3.6194","2.1738"
"","10.9600","3.6259","2.1345"
"","10.9800","3.6324","2.0655"
"","11.0000","3.6391","2.1237"
"","11.0200","3.6463","2.1983"
"","11.0400","3.6528","2.1515"
"","11.0600","3.6592","2.0593"
"","11.0800","3.6659","2.0556"
"","11.1000","3.6728","2.1517"
"","11.1200","3.6797","2.1867"
"","11.1400","3.6857","2.0846"
"","11.1600","3.6919","2.0482"
"","11.1800","3.6989","2.1338"
"","11.2000","3.7057","2.1789"
"","11.2200","3.7126","2.1215"
"","11.2400","3.7196","2.0474"
"","11.2600","3.7264","2.0933"
"","11.2800","3.7331","2.1608"
"","11.3000","3.7389","2.1172"
"","11.3200","3.7450","2.0792"
"","11.3400","3.7520","2.1278"
"","11.3600","3.7592","2.1743"
"","11.3800","3.7662","2.1180"
"","11.4000","3.7727","2.0588"
"","11.4200","3.7790","2.1028"
"","11.4400","3.7857","2.1519"
"","11.4600","3.7923","2.1030"
"","11.4800","3.7986","2.0662"
"","11.5000","3.8055","2.1265"
"","11.5200","3.8125","2.1497"
"","11.5400","3.8195","2.0651"
"","11.5600","3.8261","2.0132"
"","11.5800","3.8323","2.0932"
"","11.6000","3.8391","2.1509"
"","11.6200","3.8459","2.0856"
"","11.6400","3.8522","2.0269"
"","11.6600","3.8589","2.0848"
"","11.6800","3.8656","2.1594"
"","11.7000","3.8724","2.1306"
"","11.7200","3.8794","2.0555"
"","11.7400","3.8859","2.0724"
"","11.7600","3.8928","2.1296"
"","11.7800","3.8994","2.1138"
"","11.8000","3.9056","2.0534"
"","11.8200","3.9122","2.0469"
"","11.8400","3.9187","2.1093"
"","11.8600","3.9255","2.1470"
"","11.8800","3.9329","2.1049"
"","11.9000","3.9396","2.0465"
"","11.9200","3.9459","2.0620"
"","11.9400","3.9522","2.0967"
"","11.9600","3.9584","2.0838"
"","11.9800","3.9654","2.0816"
"","12.0000","3.9723","2.0864"
"","12.0200","3.9788","2.0962"
"","12.0400","3.9856","2.1030"
"","12.0600","3.9924","2.0698"
"","12.0800","3.9990","2.0592"
"","12.1000","4.0056","2.0691"
"","12.1200","4.0120","2.0637"
"","12.1400","4.0192","2.0810"
"","12.1600","4.0264","2.0780"
"","12.1800","4.0331","2.0529"
"","12.2000","4.0398","2.0294"
"","12.2200","4.0464","2.0449"
"","12.2400","4.0532","2.0827"
"","12.2600","4.0597","2.0794"
"","12.2800","4.0656","2.0379"
"","12.3000","4.0720","2.0248"
"","12.3200","4.0787","2.0639"
"","12.3400","4.0851","2.1062"
"","12.3600","4.0918","2.0708"
"","12.3800","4.0984","2.0077"
"","12.4000","4.1055","2.0371"
"","12.4200","4.1126","2.0990"
"","12.4400","4.1189","2.0828"
"","12.4600","4.1254","2.0047"
"","12.4800","4.1320","1.9860"
"","12.5000","4.1387","2.0847"
"","12.5200","4.1460","2.1288"
"","12.5400","4.1529","2.0209"
"","12.5600","4.1594","1.9472"
"","12.5800","4.1658","2.0208"
"","12.6000","4.1718","2.0965"
"","12.6200","4.1781","2.0477"
"","12.6400","4.1851","1.9846"
"","12.6600","4.1921","2.0206"
"","12.6800","4.1993","2.1015"
"","12.7000","4.2059","2.0621"
"","12.7200","4.2124","1.9671"
"","12.7400","4.2192","1.9852"
"","12.7600","4.2257","2.0580"
"","12.7800","4.2326","2.0495"
"","12.8000","4.2396","1.9744"
"","12.8200","4.2460","2.0101"
"","12.8400","4.2526","2.0716"
"","12.8600","4.2592","2.0242"
